Ein Service des Knowledge-Hubs von Monitor Versorgungsforschung. Täglich automatisiert KI-kuratiert aus PubMed und auf Deutsch übersetzt.

Aufgenommen;Autor;Publiziert am;In PubMed seit;Journal;Jahr;Titel;Fragestellung;Ergebnis;Übertragbarkeit;PMID;PubMed-Link
2026-09-19;Schneidewind L et al.;30.06.2026;25.07.2026;Clin Genitourin Cancer;2026;Blasenkrebs: Frauen zeigen unter Enfortumab Vedotin bessere progressionsfreie Überlebensraten;Systematische Übersicht mit Metaanalyse von 17 Studien zu Geschlechtsunterschieden im Gesamtüberleben, progressionsfreien Überleben und krankheitsfreiem Überleben nach Enfortumab-Vedotin-Therapie bei fortgeschrittenem Urothelkarzinom.;Frauen zeigten gegenüber Männern bessere progressionsfreie Überlebensraten (HR 0,67, 95%-KI 0,57–0,78, p < 0,001), wobei Publikationsbias identifiziert wurde. Für Gesamtüberleben ergab sich kein signifikanter Unterschied (HR 0,88, 95%-KI 0,73–1,06, p = 0,17). Die Autoren betonen, dass explizite geschlechtsspezifische Analysen von Hormonal- und genetischen Aspekten nötig sind.;Deutschland, vergleichbare Dokumentationspflichten in Krebsregistern;42502035;https://pubmed.ncbi.nlm.nih.gov/42502035/
2026-09-19;Hickman ME et al.;30.06.2026;01.07.2026;Reprod Health;2026;Vorsorge vor Schwangerschaft: Frauen tragen überproportional die Last, Männer fehlen völlig;Qualitative Hybrid-Workshopstudie mit 60 Akademikern, Gesundheitsberuflern und Bürgern zur Frage, wer Verantwortung für Gesundheitsverbesserung vor der Schwangerschaft trägt.;Teilnehmende identifizierten, dass Frauen überproportional die Verantwortung für Präkonzeptionsgesundheit tragen, was sich in Forschung, Gesundheitswesen und Gesellschaft widerspiegelt. Empfehlungen zielten auf: (1) Gesellschafts-, Gemeinschafts- und Kulturveränderung, (2) Bildung und frühes Bewusstsein, (3) zukünftige Forschung, (4) Systemebenen- und Politiklösungen mit Schwerpunkt auf gleichberechtigte Partnereinbeziehung.;UK/EMCR-Netzwerk, europäisch übertragbar, zeigt Zugangsbarriere und Zuschreibung;42381006;https://pubmed.ncbi.nlm.nih.gov/42381006/
2026-09-18;Kim SJ et al.;01.09.2026;17.09.2026;Korean J Intern Med;2026;Herzinsuffizienz mit erhaltener Ejektionsfraktion: Frauen zeigen andere Phänotypen und Risikofaktoren;Geschlechtsspezifische klinische Übersichtsarbeit zu Pathophysiologie, Präsentation und Therapieresponse der HFpEF mit biologischen Unterschieden zwischen Frauen und Männern.;"Bei Frauen ist HFpEF häufig mit kardiometabolischem Stress, vaskulärer Dysfunktion und erhöhtem ventrikulär-arteriellem Coupling verbunden (konzentrische Remodellierung, ausgeprägtes Symptombild). Bei Männern überwiegt ein Ischämie-assoziierter Phänotyp mit adversen Umbauprozessen und diffuser myokardialer Fibrose. Diese biologischen Unterschiede beeinflussen Klinik, Biomarker-Interpretation, bildgebende Befunde und Langzeitergebnisse; neurohormonal modulierende Interventionen können differentielle Wirksamkeit zeigen.";"Südkorea, pathophysiologische Unterschiede biologisch begründet; auf AWMF-Leitlinien HFpEF anwendbar";42754518;https://pubmed.ncbi.nlm.nih.gov/42754518/
2026-09-18;Maheen H et al.;17.09.2026;17.09.2026;BMJ Open;2026;Geschlecht und Gender in Leitlinien: Evidence Gaps und Politisierung behindern Integration;Qualitative Studie mit 28 Experten zu aktuellen Herausforderungen, Barrieren und praktischen Strategien für die Einbeziehung von Geschlecht in klinische Leitlinien.;"Zwei zentrale Herausforderungen wurden identifiziert: (1) persistente Evidence Gaps mit mangelnden geschlechtergetrennten klinischen Daten, nur 5 % der Fachleute beantworteten alle LGBTQIA+-Fragen korrekt, 40 % berichteten Schwierigkeiten bei sexueller Gesundheit, 80 % wünschten LGBTQIA+-Schulung; (2) Politisierung von Terminology behindert Klarheit und Konsistenz. Empfohlen: stärkere geschlechts- und gendergetrennte Evidenz, klare Berichtstandards, inklusive Sprache und höherer Frauenanteil in Leitliniengremien sowie intersektionaler Ansatz. Das adressiert die methodische Grundproblematik dieser Versorgungsgruppe.";"Australien, international übertragbar; zeigt Leitlinien-Implementierungsbarrieren und notwendige Strukturreformen";42754283;https://pubmed.ncbi.nlm.nih.gov/42754283/
2026-09-18;McDermott C et al.;01.09.2026;17.09.2026;Health Promot Int;2026;Fußball-Gesundheitsprogramm: Wie Männer über Freizeitaktivitäten erreicht werden;Qualitative Analyse, wie ein irisches Fußball-Kooperativ-Programm Männer mit höchstem Gesundheitsrisiko durch Geschlechtskultur und Organisationskultur erreicht und in Gesundheitsveränderung einbezieht.;"Reflexive thematische Analyse von 33 Interviews ergab drei Themen: (1) Fußball funktioniert als kulturelle Annahme in Männeridentität ohne Gesundheitsrahmen; (2) die Organisationskultur der FC-Spiele passt zu und erhält bestehende Bedeutungsmuster durch Design, Zuverlässigkeit und inklusive Normen; (3) wenn diese Kulturen übereinstimmen, erleben Männer, die konventionelle Gesundheitsrouten meiden, bedeutungsvolle Gesundheits- und Sozialergebnisse. Dies zeigt einen Zugangsweg und eine Versorgungsmassnahme an – Geschlecht prägt sowohl die Barriere als auch die Lösung.";"Irland, ähnliches Versicherungssystem; zeigt Versorgungszugangsbarriere und Lösungsweg für Männergesundheit";42751981;https://pubmed.ncbi.nlm.nih.gov/42751981/
2026-09-18;Papapanagou Chroni M et al.;16.09.2026;17.09.2026;Rev Med Suisse;2026;Lithium: Frauen benötigen niedrigere Dosen, Dosisanpassung in der Schwangerschaft erforderlich;Geschlechtsspezifische Dosierung von Lithium und Besonderheiten in der Perinatalzeit: Frauen benötigen niedrigere Dosen als Männer und haben erhöhtes Risiko für Nieren- und Schilddrüsennebenwirkungen.;Frauen benötigen niedrigere Lithium-Dosen als Männer. In der Schwangerschaft steigt die Lithium-Clearance um 30–50 %, weshalb häufige Dosisanpassungen auf therapeutische Serumkonzentrationen von 0,6–1,0 mmol/l erforderlich sind. Lithium ist mit moderatem erhöhtem Malformationsrisiko assoziiert (OR: 1,75–1,81), besonders kardiale Missbildungen, aber das absolute Risiko bleibt niedrig. Dies zeigt biologisch und pharmakokinetisch bedingte Unterschiede, die Dosierungsempfehlungen nach Geschlecht erfordern.;Schweiz/deutschsprachig, vergleichbare Versicherungssysteme, psychiatrische Standardpraxis;42750579;https://pubmed.ncbi.nlm.nih.gov/42750579/
2026-09-18;Gür K et al.;16.09.2026;16.09.2026;Eur J Pediatr;2026;Kreatinin-Referenzwerte bei Down-Syndrom: Geschlechts- und altersgerechte Kurven erforderlich;Entwicklung alters- und geschlechtsspezifischer Serum-Kreatinin-Referenzkurven für Kinder und Jugendliche mit Down-Syndrom zur verbesserten Nierenmonitorierung.;"Serum-Kreatinin stieg nichtlinear mit dem Alter in beiden Geschlechtern mit progressiver Geschlechtertrennung in der Adoleszenz. Die 97,5. Perzentile betrug bei Jungen 0,44 mg/dL (39 μmol/L) in der frühen Kindheit und 1,32 mg/dL (117 μmol/L) mit 17–18 Jahren; bei Mädchen 0,42 mg/dL (37 μmol/L) bzw. 1,01 mg/dL (89 μmol/L). Dies zeigt biologische Unterschiede in der Nierenfunktion, die für die korrekte Interpretation von Kreatininwerten essentiell sind.";"Türkei, größere Kohorte; geschlechtergetrennte Daten mit GAMLSS-Modellierung, methodisch übertragbar";42749794;https://pubmed.ncbi.nlm.nih.gov/42749794/
2026-09-18;Van Huizen R et al.;05.06.2026;05.06.2026;AIDS Behav;2026;Depression bei trans Frauen mit HIV: Strukturelle Determinanten schwerer als individuelle Faktoren;Bestimmung individueller, sozialer und struktureller Determinanten von Depression bei 493 transgeschlechtlichen Frauen mit HIV in Frankreich mittels modifizierter Poisson-Regression.;Ein Drittel (31 %) der Teilnehmerinnen zeigte moderate bis schwere Depression (PHQ-9 ≥ 8). Risikofaktoren in multivariater Analyse: Lebenslanges Gewalt erlebnis, Belästigung durch Fremde in öffentlichen Räumen wegen transgender Identität, finanzielle Schwierigkeiten, lange Verzögerung zwischen HIV-Diagnose und Therapiebeginn. Protektiv wirkten emotionale Unterstützung und aufmerksame HIV-Versorger. Das zeigt, dass soziale und strukturelle, nicht individuelle Faktoren dominieren – eine Zugangsbarrierenfrage, nicht primär biologisch begründet.;"Frankreich, europäisches System; INSERM-Kohorte mit quantitativen Strukturdaten";42249232;https://pubmed.ncbi.nlm.nih.gov/42249232/
2026-09-17;Uysal S et al.;16.09.2026;16.09.2026;Endocrine;2026;Testosterontherapie erhöht Infektionsvulnerabilität: ACE2- und TMPRSS2-Expression in Nasengewebe;Türkische prospektive Studie untersuchte, wie Geschlechtsangleichende Hormontherapie die Expression von Rezeptoren für Viruseindringen (ACE2, TMPRSS2) in Nasen- und Mundschleimhaut verändert – relevant für Infektionsrisiko.;Bei AFAB-Personen unter Testosterontherapie stieg TMPRSS2-Expression in der Nasenschleimhaut nach 12 Monaten signifikant an (p=0,008), war aber in der Mundschleimhaut stabil (p=0,810). Nach Testosterontherapie war nasale TMPRSS2-Expression in AFAB höher als in cisgender Männern, Unterschied nicht signifikant (p=0,290). Signifikante Korrelation zwischen ACE2 und TMPRSS2 nur in Nasenschleimhaut nach einem Jahr.;"Biologischer Wirkmechanismus; Testosteron als Expositionsfaktor. Relevanz für geschlechtsangleichende Behandlung unklar, weitere Studien nötig.";42747672;https://pubmed.ncbi.nlm.nih.gov/42747672/
2026-09-17;Benlice C et al.;Okt. 2026;16.09.2026;Int J Med Robot;2026;Roboter-assistierte Dickdarmresektion: Frauen zeigen unterschiedliche Lymphknoten-Ausbeute;Türkische Mehrzentrums-Studie mit geschlechtsstratifizierter Analyse verglich Ergebnisse der roboter-assistierten versus laparoskopischen Low-Anterior-Resektion bei Rektumkrebs zwischen Männern und Frauen.;Bei 380 Patienten (172 Männer, 114 Frauen, Mittel-Alter 61 Jahre): Bei Männern waren robotische und laparoskopische Operation vergleichbar (Lymphknoten, Resektionsränder, Morbidität, lokales Rezidiv, alle p>0,05). Bei Frauen zeigte roboterassistierte Operation signifikant weniger Lymphknoten pro Präparat (p=0,01), aber gleichwertige 5-Jahres-Überlebensraten zwischen Verfahren in beiden Geschlechtern.;"Technische Unterschiede in Handhabung zwischen Geschlechtern möglich; Geschlechterunterschiede deuten auf Biologie hin (Beckengeometrie, Organverhältnisse), nicht auf Qualität.";42747085;https://pubmed.ncbi.nlm.nih.gov/42747085/
2026-09-17;Jaha B et al.;Sept. 2026;15.09.2026;J Int AIDS Soc;2026;Chemsex bei schwulen Männern: Gebrauchsmuster bestimmen STI-Risiko stärker als bloße Häufigkeit;Schweizer Längsstuitstudie (107.855 Visiten, 13.304 schwule/bisexuelle Männer mit HIV oder PrEP 2019-2024) untersuchte, welche Substanzen, Häufigkeitsmuster und Risikofaktoren Chemsex-Gebrauch vorhersagen und wie er mit Geschlechtskrankheiten und psychischer Belastung zusammenhängt.;"17,2% der Männer berichten Chemsex-Gebrauch (21,4% in PrEP-Kohorte vs. 11,2% HIV-Kohortenstudie). Zeitlich begrenzte Nutzung oder Genesung zeigten niedrigstes STI-Risiko und niedrigsten Partner-Count. Intermittierender Gebrauch war nur für Syphilis protektiv. Gebrauch assoziiert mit Depression, unsicheren Kondomen, hohem Partner-Count und STI. Alter <26 (aOR 0,82), >37 (aOR 0,54), bisexuelle Orientierung (aOR 0,78) zeigten niedrigere Odds; französischsprachige Zentren (aOR 1,41) höhere Odds.";"Schweiz: Kohorte-Daten mit stabiler Erfassung, aber Geschlechterunterschied nicht primärer Fokus; relevante Unterschiede in der Präsentation zwischen Männern und Frauen bleiben offen.";42740683;https://pubmed.ncbi.nlm.nih.gov/42740683/
2026-09-17;Liu S et al.;11.09.2026;15.09.2026;Medicine (Baltimore);2026;Albumin-Globulin-Quotient und Knochendichte: Frauen reagieren 3-fach stärker auf Entzündungsmarker;US-Querschnittsstudie (NHANES 2005-2018, 10.101 Erwachsene) untersuchte mittels piecewise regression, ob die Beziehung zwischen Albumin-Globulin-Quotient und Knochendichte nicht-linear ist und zwischen Geschlechtern unterschiedlich ausfällt.;"Jede Einheit AGR-Anstieg korrelierte mit reduzierter Femur-Hals-Knochendichte (β=-0,0354 g/cm²) und Lendenwirbel-Dichte (β=-0,0245 g/cm²). Nichtlineare Analysen zeigten Inflektionspunkte (Femur 1,74; Lendenwirbel 1,17). Frauen zeigten 3,1-fach stärkere inverse Assoziation als Männer (P<0,0001). Starker sexueller Dimorphismus.";"USA-Routine-Daten; Geschlechterunterschiede deuten auf Biologie hin (Östrogen, Entzündung), aber keine Dosierungs- oder Zugangsanalyse.";42736730;https://pubmed.ncbi.nlm.nih.gov/42736730/
2026-09-17;Schmick A et al.;15.09.2026;09.09.2026;J Am Heart Assoc;2026;Herzrhythmusstörungen nach Schlaganfall: Männer zeigen häufiger ventrikuläre Arrhythmien;Schweizer Kohortenstudie mit 673 Schlaganfallpatienten ohne bekannte Herzerkrankung untersuchte, ob neu aufgetretene Herzpathologien in Geschlechtsunterschieden häufiger vorkommen.;Männer entwickelten signifikant häufiger nicht-anhaltende ventrikuläre Tachykardie (OR 3,97), AV-Blockierungen ersten Grades (OR 5,71), Bradykardien (OR 3,40) und polymorphe ventrikuläre Extrasystolen (OR 2,61) als Frauen innerhalb eines Jahres nach Schlaganfall.;Schweiz: vergleichbare Dokumentation und Spitalstruktur, kardiovaskuläre Nachsorge-Standards ähnlich Deutschland.;42714452;https://pubmed.ncbi.nlm.nih.gov/42714452/
2026-09-17;Sumner JA et al.;15.09.2026;02.09.2026;J Am Heart Assoc;2026;Psychische Störungen nach Trauma: Alkoholabhängigkeit und Depression vorhersagen Herzinfarkt und Schlaganfall stärker als PTBS;Dänische bevölkerungsbasierte Fall-Kontroll-Studie untersuchte mit Machine Learning, welche psychiatrischen Störungen nach Traumaexposition die Vorhersage von Herz- und Hirninfarkt am besten treffen und ob Unterschiede zwischen Geschlechtern bestehen.;Bei Männern und Frauen war Alkoholabhängigkeit der stärkste psychiatrische Prädiktor für kardiovaskuläre Ereignisse. Depressive Episoden waren für Frauen aussagekräftiger als für Männer. Beide Geschlechter zeigten erhöhte Odds Ratios für kardiovaskuläre Ereignisse bei Vorliegen psychiatrischer Störungen.;Dänemark: nationale Routinedaten mit vollständiger medizinischer Erfassung, hohe Systemvergleichbarkeit mit Deutschland.;42684053;https://pubmed.ncbi.nlm.nih.gov/42684053/
2026-09-17;Schredl M;01.06.2026;01.06.2026;Behav Brain Sci;2026;Partnerschaftliche Träume zeigen Geschlechterdifferenz: Frauen profitieren emotional weniger von Beziehungen;Deutsche Schlafforschung präsentiert Evidenz aus Traumstudien, dass partnerschaftliche Träume bei Frauen negativ getönt sind als bei Männern – Hinweis darauf, dass Frauen emotional weniger von Partnerschaften profitieren.;Partner-Träume sind bei Frauen negativ getönter als bei Männern, was darauf hindeutet, dass Frauen nicht so viel von Partnerschaften profitieren wie Männer. Konsequenzen von Trennungen sind emotional stressvoller für Frauen als für Männer – entgegen Aussagen in der Zielarbeit.;Deutschland: deutschsprachige Forschung, psychologischer Befund zu Geschlechtsunterschieden, aber keine Versorgungsrelevanz benannt.;42222969;https://pubmed.ncbi.nlm.nih.gov/42222969/
2026-09-16;Liu Y et al.;Sept. 2026;15.09.2026;Brain Behav;2026;Belohnungsvorhersagefehler und Lernfähigkeit bei Methamphetaminabhängigen: Geschlechtsspezifische Unterschiede;Experimentelle Studie an 82 Methamphetaminabhängigen (43 Männer, 39 Frauen) und 86 Kontrollpersonen zur Prüfung, ob Reward-Prediction-Error-abhängiges Lernen durch Geschlecht unterschiedlich beeinträchtigt ist.;Abhängige zeigten niedrigere Lernraten und Erkennungsgenauigkeit als Kontrollpersonen. GLMM-Analysen offenbarten geschlechtsspezifische Muster: Der Moderationseffekt der Gruppe auf die RPE-Lern-Beziehung war bei Frauen signifikant, nicht bei Männern (Interaktion p<0,05). Weibliche Abhängige zeigten reduzierte RPE-Nutzungseffizienz trotz größerer Vorhersagefehler.;"China, Grundlagenforschung mit klinischen Implikationen; Befund zu Suchttherapie übertragbar, Mechanismus bleibt biologisch.";42740507;https://pubmed.ncbi.nlm.nih.gov/42740507/
2026-09-16;Guan YJ et al.;06.09.2026;14.09.2026;Zhonghua Yu Fang Yi Xue Za Zhi;2026;Alters- und geschlechtsspezifische Referenzbereiche für Liquorgesamtprotein;"Retrospektive Querschnittstudie an 6.173 ""scheinbar gesunden"" Liquorproben zur Etablierung von Referenzbereichen für Gesamtprotein nach Alter und Geschlecht bei Han-Chinesen.";"Liquorprotein stieg mit Alter (r=0,369, p<0,001). Männer (481 mg/L) zeigten signifikant höhere Werte als Frauen (424 mg/L; U=3.664.330, p<0,001). Referenzbereiche stiegen von 170–580 mg/L (18–25 Jahre) auf 250–900 mg/L (>76 Jahre). Innerhalb gleicher Alterskohorten war die Obergrenze bei Männern höher, nur in >76 Jahren leicht bei Frauen höher. Befund ermöglicht geschlechtsgerechte Diagnose von Hirntumoren und Demyelinisierung.";"China, großes Register; Prinzip der geschlechtergetrennten Referenzbereiche auf deutsche Routinelabore übertragbar.";42736153;https://pubmed.ncbi.nlm.nih.gov/42736153/
2026-09-16;Javadi MH et al.;06.08.2026;06.08.2026;Ann Epidemiol;2026;Nierensteine und Bluthochdruck bei Frauen nach der Menopause;Prospektive Kohortenstudie an 100.562 postmenopausalen Frauen ohne Baseline-Hypertonie zur Frage, ob Urolithiasis mit neu aufgetretenem Bluthochdruck und möglichen Interaktionen mit Entzündung und Lebensstil assoziiert ist.;"Urolithiasis war mit erhöhtem Hypertonie-Risiko assoziiert (bereinigt HR=1,16, 95%-KI: 1,02–1,35; p=0,05). Recidivierende Steine erhöhten das Risiko versus keine Vorgeschichte (HR=1,14; 95%-KI: 1,02–1,28; p=0,03). Körperliche Aktivität modifizierte die Assoziation signifikant (Interaktion p=0,03). Die absolute Risikosteigerung war moderat.";"USA, geschlechtergetrennte Routinedaten; Befund generalisierbar nur für postmenopausale Frauen.";42562241;https://pubmed.ncbi.nlm.nih.gov/42562241/
